review_item_id,titulo_a,texto_revision_a,fecha_iso_a,fuente_a,titulo_b,texto_revision_b,fecha_iso_b,fuente_b
PAIR-0011,Cámara despacha a Ley proyecto que habilita cierre de Fundición Ventanas de Codelco,"Cámara despacha a Ley proyecto que habilita cierre de Fundición Ventanas de Codelco
La propuesta permite que Codelco pueda tratar los productos de la pequeña minería de Enami en instalaciones distintas de la Fundición Ventanas.
La Sala de la Cámara aprobó y despachó a ley el proyecto que permitirá poner fin a la operación de la Fundición Ventanas (boletín 15265). Ello, luego de ratificar los cambios que introdujo el Senado.
La iniciativa contribuye de manera permanente a la reducción de la problemática que enfrenta la bahía de Quintero y Puchuncaví. A su vez, avanza en la protección del medio ambiente y de la salud de la población de dicho territorio. El Ejecutivo estima que anualmente, la nueva ley permitirá reducir significativamente las emisiones de dióxido de azufre en la región.
Contenido de la norma
El texto establece que Codelco-Chile deberá garantizar el tratamiento de los productos de la pequeña y mediana minería que envíe la Empresa Nacional de Minería (Enami). Ello, sin rest",2023-03-07T08:00:00Z,Revista Nueva Minería,Despachan a ley proyecto que regula el cierre de la Fundición Ventanas de Codelco,"Miércoles 8 de marzo de 2023.- La Sala de la Cámara de Diputadas y Diputados aprobó y despachó a ley el proyecto que permitirá poner fin a la operación de la Fundición Ventanas. Ello, luego de ratificar los cambios que introdujo el Senado.
La iniciativa contribuye de manera permanente a la reducción de la problemática que enfrenta la bahía de Quintero y Puchuncaví. A su vez, avanza en la protección del medio ambiente y de la salud de la población de dicho territorio. El Ejecutivo estima que anualmente la nueva ley permitirá reducir significativamente las emisiones de dióxido de azufre en la región.
El texto establece que Codelco Chile deberá garantizar el tratamiento de los productos de la pequeña y mediana minería que envíe la Empresa Nacional de Minería (Enami). Ello, sin restricción ni limitación alguna.
Asimismo, deberá mantener la capacidad de recepción de dichos minerales y garantizar la materia prima, así como el flujo que permita el pleno funcionamiento de la Refinería Las Vent",2023-03-08T08:00:00Z,Induambiente
PAIR-0012,Clausuran escuela La Greda de Puchuncaví tras intoxicación de más de 40 estudiantes,"Sociedad
VALPARAÍSO
Clausuran escuela La Greda de Puchuncaví tras intoxicación de más de 40 estudiantes
El seremi de salud decretó el cierre del establecimiento y el inicio de un sumario sanitario, tras la intoxicación de más de 40 niños que presentaron nauseas, dolores y vómitos, producto de la falta de mantención de la planta de tratamiento de residuos del recinto. Este hecho no es aislado, ya que alrededor de 5 años atrás, estudiantes y profesores vivieron uno de los episodios más devastadores de intoxicación masiva por emanación de dióxido de azufre. Acusan de negligencia por parte del municipio y de catástrofe sanitaria.
Miércoles 16 de septiembre de 2015
Hace algunos años, ya había ocurrido un hecho similar, donde estudiantes, apoderados y profesores de la Escuela La Greda, vivieron una devastadora intoxicación masiva por emanación de dióxido de azufre. Sin embargo, nuevamente estudiantes, padres y apoderados vuelven a vivir un episodio parecido. El día lunes, algunos estudiantes",2015-09-16T07:00:00Z,LaIzquierdaDiario.cl,Valparaíso. Clausuran escuela La Greda de Puchuncaví tras intoxicación de más de 40 estudiantes,"El seremi de salud decretó el cierre del establecimiento y el inicio de un sumario sanitario, tras la intoxicación de más de 40 niños que presentaron nauseas, dolores y vómitos, producto de la falta de mantención de la planta de tratamiento de residuos del recinto. Este hecho no es aislado, ya que alrededor de 5 años atrás, estudiantes y profesores vivieron uno de los episodios más devastadores de intoxicación masiva por emanación de dióxido de azufre. Acusan de negligencia por parte del municipio y de catástrofe sanitaria.
Daniela Fuentes Valparaíso
Miércoles 16 de septiembre de 2015
Hace algunos años, ya había ocurrido un hecho similar, donde estudiantes, apoderados y profesores de la Escuela La Greda, vivieron una devastadora intoxicación masiva por emanación de dióxido de azufre. Sin embargo, nuevamente estudiantes, padres y apoderados vuelven a vivir un episodio parecido. El día lunes, algunos estudiantes, presentaron síntomas de intoxicación por la emanación de gases de la planta",2015-09-16T07:00:00Z,La Izquierda Diario
PAIR-0013,SMA formula cargos contra central hidroeléctrica Río Picoiquén en Angol por incumplimientos ambientales,"El organismo fiscalizador detectó vulneraciones al caudal ecológico del río y una reforestación con apenas 0,4% de supervivencia, muy por debajo del 75% exigido por la normativa.
La Superintendencia del Medio Ambiente (SMA) formuló cargos graves contra la empresa Hidroangol SpA, titular de la Central Hidroeléctrica Río Picoiquén, emplazada en la comuna de Angol, Región de La Araucanía, tras constatar una serie de incumplimientos a sus obligaciones ambientales establecidas en su Resolución de Calificación Ambiental (RCA).
La investigación se originó a partir de una fiscalización en terreno y de una denuncia vinculada al cumplimiento del caudal ecológico y de los planes de manejo forestal comprometidos por la compañía. 20601090796
Incumplimiento del caudal ecológico
Uno de los cargos dice relación con la obligación de mantener el caudal ecológico del río Picoiquén, fijado en un mínimo permanente de 753 litros por segundo, condición esencial para asegurar que la operación de la central no",2026-02-10T12:56:15Z,Araucanía Noticias Temuco,"SMA formula cargos graves a Hidroangol: reforestación con 0,4% de supervivencia y caudal ecológico bajo la","La SMA inició un procedimiento sancionatorio y formuló dos cargos graves contra Hidroangol SpA, titular de la Central Hidroeléctrica Río Picoiquén, ubicada en el río Picoiquén, comuna de Angol, Región de La Araucanía. Según el comunicado oficial de la Superintendencia del Medio Ambiente, la investigación detectó incumplimientos al paso de caudal ecológico y al plan de manejo forestal, con una supervivencia de reforestación de 0,4% frente al 75% exigido.
Central Hidroeléctrica Río Picoiquén: lo que indica el permiso ambiental
El proyecto fue calificado ambientalmente mediante la RCA N°15/2011. De acuerdo con la información reportada por la SMA, corresponde a una central hidroeléctrica de pasada en el río Picoiquén, con potencia neta de 19,2 MW y caudal de diseño de 5 m³/s.
Entre sus componentes se considera:
- Caminos de acceso.
- Bocatoma en el río Picoiquén.
- Tubería en presión de 10.000 metros de largo y 1.700 mm de diámetro medio.
- Sala de máquinas con dos turbinas (hasta 2,5 m³/s",2026-02-10T14:09:30Z,Revista Digital Minera REDIMIN
PAIR-0014,Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’,"Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’
El desierto de Atacama es una importante fuente de litio para baterías de vehículos eléctricos. A medida que aumenta la demanda mundial, el pueblo Lickanantay se apresura a proteger las ya escasas reservas de agua y su estilo de vida
EL PAÍS ofrece en abierto la sección América Futura por su aporte informativo diario y global sobre desarrollo sostenible. Si quieres apoyar nuestro periodismo, suscríbete aquí.
En la plaza principal de Peine, un pueblo de casas bajas y calles de tierra del Desierto de Atacama, en el norte de Chile, apenas hay movimiento. Es mediodía y el sol se asoma en el cielo sin nubes. De vez en cuando, un camión rompe el silencio mientras trepa sus pendientes agrietadas. Pero no siempre es así de tranquilo. Aunque esta localidad tiene poco más de 300 habitantes, su población puede cuadruplicarse después de las seis de la tarde, cuando regresan a descansar los trabajadores del litio. Este mine",2025-03-26T07:00:00Z,EL PAÍS,Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’,"Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’
El desierto de Atacama es una importante fuente de litio para baterías de vehículos eléctricos. A medida que aumenta la demanda mundial, el pueblo Lickanantay se apresura a proteger las ya escasas reservas de agua y su estilo de vida. Fuente: El País, 26 de marzo de 2025.
En la plaza principal de Peine, un pueblo de casas bajas y calles de tierra del Desierto de Atacama, en el norte de Chile, apenas hay movimiento. Es mediodía y el sol se asoma en el cielo sin nubes. De vez en cuando, un camión rompe el silencio mientras trepa sus pendientes agrietadas. Pero no siempre es así de tranquilo. Aunque esta localidad tiene poco más de 300 habitantes, su población puede cuadruplicarse después de las seis de la tarde, cuando regresan a descansar los trabajadores del litio. Este mineral ha convertido a este rincón remoto en un eslabón crucial de la transición energética global.
Peine se ubica en el borde del Salar de At",2025-03-26T07:00:00Z,Fundación Terram
PAIR-0015,"""Con la tranquilidad del deber cumplido"": inicia cierre de Fundición Ventanas en Puchuncaví","Nuestra secciÃ³n de OPINIÃN es un espacio abierto, por lo que el contenido vertido en esta columna es de exclusiva responsabilidad de su autor, y no refleja necesariamente la lÃnea editorial de BioBioChile
Este artÃculo podrÃa contener informaciÃ³n clave sobre la trama de un libro, serie o
pelÃcula.
Advertencia de imÃ¡genes explÃcitas
Â¡Cuidado! Las imÃ¡genes de este artÃculo pueden herir la sensibilidad de algunas personas.
VER RESUMEN
Resumen generado con una herramienta de Inteligencia Artificial desarrollada por BioBioChile y revisado por el autor deÂ este artÃculo.
{{ post.resumen_de_ia }}
Este artÃculo describe un proceso judicial en curso
Existe la posibilidad de que los cargos sean desestimados al finalizar la investigaciÃ³n, por
lo cual NO se debe considerar al o los imputados como culpables hasta que la Justicia
dicte sentencia en su contra. (ArtÃculo 04 del CÃ³digo Procesal Penal)
Violencia contra la mujer
Si eres vÃctima o testigo de violencia contra la mujer, denuncia al
1",2023-05-31T07:00:00Z,BioBioChile,AES Andes anuncia el cierre anticipado y definitivo de termoeléctrica Ventanas II,"Nuestra secciÃ³n de OPINIÃN es un espacio abierto, por lo que el contenido vertido en esta columna es de exclusiva responsabilidad de su autor, y no refleja necesariamente la lÃnea editorial de BioBioChile
Este artÃculo podrÃa contener informaciÃ³n clave sobre la trama de un libro, serie o
pelÃcula.
Advertencia de imÃ¡genes explÃcitas
Â¡Cuidado! Las imÃ¡genes de este artÃculo pueden herir la sensibilidad de algunas personas.
VER RESUMEN
Resumen generado con una herramienta de Inteligencia Artificial desarrollada por BioBioChile y revisado por el autor deÂ este artÃculo.
{{ post.resumen_de_ia }}
Este artÃculo describe un proceso judicial en curso
Existe la posibilidad de que los cargos sean desestimados al finalizar la investigaciÃ³n, por
lo cual NO se debe considerar al o los imputados como culpables hasta que la Justicia
dicte sentencia en su contra. (ArtÃculo 04 del CÃ³digo Procesal Penal)
Violencia contra la mujer
Si eres vÃctima o testigo de violencia contra la mujer, denuncia al
1",2023-08-26T07:00:00Z,BioBioChile
PAIR-0016,"Llanos de La Higuera, o cómo autorizar un parque solar con todo en contra","1 Anónimo Lun, 07/07/2025 - 14:36
Instalaciones fotovoltaicas de Satocan, en parte paralizadas por el Consejo de Aguas, son el ejemplo de cómo se han impuesto los intereses empresariales a la planificación
Llanos de La Higuera, o cómo autorizar un parque solar con todo en contra
Instalaciones fotovoltaicas de Satocan, en parte paralizadas por el Consejo de Aguas, son el ejemplo de cómo se han impuesto los intereses empresariales a la planificación
En Fuerteventura, ya ni en el campo puede uno vivir tranquilo. En cualquier momento, y salvo que una ordenación específica de energía lo remedie, te pueden plantar un parque eólico o solar en la puerta de tu casa, por iniciativa del promotor, con las instituciones locales en contra, y sin permisos preceptivos.
Al menos, así lo ha vivido una decena de vecinos de los Llanos de La Higuera, en Tuineje, que se despiertan cada día con miles de placas solares a pocos metros de sus casas. Donde antes disfrutaban de las vistas al barranco, ahora se en",2025-07-07T07:00:00Z,Diario de Fuerteventura,"Dos parques solares tramitados como uno, el calvario de los vecinos de Llanos de La Higuera","En Fuerteventura, ya ni en el campo puede uno vivir tranquilo. En cualquier momento, y salvo que una ordenación específica de energía lo remedie, te pueden plantar un parque eólico o solar en la puerta de tu casa, por iniciativa del promotor, con las instituciones locales en contra, y sin permisos preceptivos.
Al menos, así lo ha vivido una decena de vecinos de los Llanos de La Higuera, en Tuineje, que se despierta cada día con miles de placas solares a pocos metros de sus casas. Donde antes disfrutaban de las vistas al barranco, ahora se encuentran rodeados de paneles y torretas eléctricas, por mucho que lleven más de un año denunciado el ruido, el polvo de las obras, y el desamparo frente a la administración.
El parque fotovoltaico El Charco, promovido por Canarias Investment Office, S.L., una empresa del grupo SATOCAN, fue autorizado como de interés general por el Gobierno de Canarias, pese a la oposición del Ayuntamiento de Tuineje, del Cabildo Insular al final del trámite, y frent",2025-07-07T07:00:00Z,Fuerteventura Digital
PAIR-0017,Contaminación en Quintero-Puchuncaví: senador Latorre reitera llamado a cerrar fundición Codelco Ventanas y termoeléctricas a carbón,"Los resultados de un estudio sobre contaminantes en la bahía de Quintero y Puchuncaví son contundentes: niños de entre 1 y 5 años que viven en zonas cercanas al Complejo Industrial Ventanas tienen un alto riesgo de contraer cáncer debido a la alta concentración de arsénico y otros elementos como plomo, cobre y zinc.

Las muestras fueron obtenidas del suelo cercano al complejo industrial de Quintero y Puchuncaví y una las principales fuentes de estos compuestos, determinó la investigación, sería la fundición de cobre Codelco Ventanas, una de las 19 industrias contaminantes en la denominada “zona de sacrificio”.

El estudio, elaborado por ocho científicos chilenos y extranjeros con financiamiento del Fondo Nacional de Desarrollo Científico y Tecnológico (Fondecyt) del Ministerio de Educación, concluyó que «el riesgo carcinogénico debido a la exposición al arsénico fue superior al valor umbral de 10-04 en la población de niños pequeños (1-5 años) en el 27 por ciento del área de estudio». ",2020-02-18T08:00:00Z,Diario La Quinta,El desarrollo insostenible de Chile y sus zonas de sacrificio,"La otra cara de la moneda del desarrollo económico y sus promesas brillantes son las zonas de sacrificio, esos lugares que sufren bajo los efectos de la contaminación medioambiental que deja a su paso las termoeléctricas, mineras, petroleras, fundiciones y otras grandes empresas. Estas zonas, y las personas que viven en ellas, son las víctimas del desarrollo por las que nadie parece preocuparse.
Por: Tatiana Portela
Benjamín Angulo es un joven de 19 años de edad que nació en Puchuncaví, una comuna de la provincia de Valparaíso, que hace parte de la región homónima en la zona central de Chile. En Puchuncaví habitan cerca de 19.621 personas y debido a la alta contaminación que se evidencia en el aire, suelo y agua por cuenta de las plantas del Complejo Industrial Ventanas, muchos la consideran una zona de sacrificio. Durante su corta vida Benjamín no solo ha visto como se han instalado estas empresas sino los deterioros en la salud que han afectado principalmente a niños y jóvenes de la ",2022-09-20T07:00:00Z,Revista Raya
PAIR-0018,La lucha colla por salvar el Salar de Maricunga ante industria del litio,"La lucha colla por salvar el Salar de Maricunga ante industria del litio
A menos de tres kilómetros de “La Puerta”, un antiguo palacio inca en ruinas ubicado en medio de la precordillera de la región de Atacama, en el norte de Chile, vive Ercilia Araya, la presidenta de la comunidad indígena colla de Pai Ote que en lengua quechua significa desierto nostálgico.
Para llegar hasta su casa se necesita tener un buen contacto local. Ni autobuses interurbanos ni colectivos recorren la única ruta que une su hogar con la carretera internacional que conecta a Chile con Argentina. El camino, con tramos de pendientes y curvas que serpentean el árido paisaje, pareciera ser visitado solo por el fuerte viento del altiplano.
Por eso a Ercilia Araya le sorprendió cuando recibió la visita de un representante de la empresa Simco, quien les ofreció veinte millones de pesos en becas para los niños y la posibilidad de participar como choferes de los camiones de transporte que, eventualmente, acarrearían el ",2023-02-15T08:00:00Z,El Desconcierto,Comunidad colla Pai Ote y Simco firman acuerdo de colaboración para proyecto de litio en Maricunga,"Chile
El proyecto “Producción de Sales Maricunga” está en proceso de consulta indígena para luego comenzar su fase de construcción, en la que podría ser la primera iniciativa en producir litio fuera del salar de Atacama en Chile, con una inversión de US$ 600 millones.
martes 14 de enero del 2025.- Un nuevo hito en el camino de producir litio sostenible en el salar de Maricunga dio Simco, empresa ligada al Grupo Errázuriz, con un inédito acuerdo de colaboración y beneficio mutuo, firmado por la compañía con la comunidad colla Pai Ote.
El proyecto “Producción de Sales Maricunga” está en proceso de consulta indígena para luego comenzar su fase de construcción, en la que podría ser la primera iniciativa en producir litio fuera del salar de Atacama en Chile, con una inversión de US$ 600 millones, y una capacidad de 22.000 toneladas de hidróxido de litio a partir de 2028.
“Diálogo y sustentabilidad van de la mano, así como un proyecto pionero que aspira a contribuir al desarrollo de Chile, j",2025-01-14T08:00:00Z,Portal Minero
PAIR-0019,Caída de aspa de torre eólica: Autoridades exigen investigación para explicar causa de la falla,"Home
Comunas
Alto Bio Bio
Antuco
Cabrero
Laja
Los Ãngeles
MulchÃ©n
Nacimiento
Negrete
Quilaco
Quilleco
Santa BÃ¡rbara
San Rosendo
Tucapel
Yumbel
Internacional
Nacional
Editorial
Identidad
CrÃ³nica Ciudadana
Panoramas
MÃ¡s...
Policial y Judicial
PolÃtica
Agroforestal
Bienestar
Deportes
Cultura
Desarrollo
EconomÃa
EducaciÃ³n
Equidad de GÃ©nero
Tribuna investiga
Medio Ambiente
OpiniÃ³n
Publicontenido
Salud
Vida social",2024-01-23T08:00:00Z,latribuna.cl,Explosión en parque eólico de Los Ángeles: empresa asegura que incendio fue controlado y sin riesgo para la comunidad,"Home
Comunas
Alto Bio Bio
Antuco
Cabrero
Laja
Los Ãngeles
MulchÃ©n
Nacimiento
Negrete
Quilaco
Quilleco
Santa BÃ¡rbara
San Rosendo
Tucapel
Yumbel
Internacional
Nacional
Editorial
Identidad
CrÃ³nica Ciudadana
Panoramas
MÃ¡s...
Policial y Judicial
PolÃtica
Agroforestal
Bienestar
Deportes
Cultura
Desarrollo
EconomÃa
EducaciÃ³n
Equidad de GÃ©nero
Tribuna investiga
Medio Ambiente
OpiniÃ³n
Publicontenido
Salud
Vida social",2025-06-12T07:00:00Z,latribuna.cl
PAIR-0020,"Chile: Conflictos legales entre Corfo, SQM y Albemarle sobre índices de uso y consumo del agua del salar de Atacama que pone en riesgo a indígenas","Chile: Conflictos legales entre Corfo, SQM y Albemarle sobre índices de uso y consumo del agua del salar de Atacama que pone en riesgo a indígenas
“Estatal chilena Corfo decide llevar a arbitraje a Albemarle” – 12 de noviembre de 2020
Ante diferencias por pagos por uso de Salar de Atacama, la Corporación de Fomento de la Producción (Corfo) decide llevar a arbitraje a Albemarle…También existen diferencias de cómo resolver el conflicto. Mientras, Albemarle pide utilizar figura del perito técnico contemplado en el acuerdo, la estatal recalca que eso no corresponde cuando hay una “modificación unilateral del contrato”…Solo hace dos años Corfo y Albemarle se enfrentaron en un arbitraje por no lograr un entendimiento respecto a una definición del precio preferente del 25% de su producción de litio (cuyo objetivo era implementar una industria de valor agregado en Chile). Ahora, otro proceso se podría activar.",2021-03-15T17:33:35Z,Business and Human Rights Centre,SQM paraliza sus operaciones en el salar de Atacama ante continuo bloqueo de comunidades,"SQM paraliza sus operaciones en el salar de Atacama ante continuo bloqueo de comunidades
La minera privada informó que no puede estimar el impacto financiero de la detenciones de su operaciones, que se han visto afectadas desde el martres de esta semana antes la incorformidad de las organizaciones locales.
La principal producción de litio en Chile y el mundo está paralizada. Así lo informó la tarde de este sábado SQM, en un hecho esencial enviado a la Comisión para el Mercado Financiero (CMF).
En el escrito, la principal compañía productora del oro blanco a nivel mundial dijo que ante los continuos bloqueos realizados por las comunidades indígenas presentes en el salar de Atacama, y que afectan “los caminos principales para el acceso a la faena del Salar de Atacama”, decidió “detener las operaciones de dicha faena a la espera de poder retomar su normal funcionamiento”.
Más en Pulso
“Dado que no sabemos por cuánto tiempo se mantendrá el bloqueo de los caminos, no nos es posible estimar ",2024-01-13T08:00:00Z,La Tercera
PAIR-0021,Se agudiza conflicto ambiental con Minera Los Pelambres en el Valle de Camisa,"En una cuarta reunión con el subgerente de MLP, Rodrigo Lotina, realizada este viernes, la comunidad del Valle de Camisa en la comuna de Salamanca, entregó un plazo perentorio para que la minera responda a la falta de agua del sector, este lunes en la mañana, de lo contrario la movilización puede agudizarse, ya que llevan un mes y medio sin agua afectando a más de 300 familias esencialmente del Arrayán y El Palquial de la comuna de Salamanca.
La comunidad no tiene el vital elemento para bañarse, tomar agua y hacer sus menesteres básicos, debido a que Los Pelambres tuvo dos escurrimientos de relave desde sus piscinas de emergencia, desde el sector de tuberías de la minera que llegaron al Estero Camisa contaminando el agua del valle, según denuncian vecinos del sector. La Autoridad Sanitaria decidió cortar el agua del APR para los sectores del Arrayán y El Palquial para evitar su consumo en la población.
Por esta situación, el alcalde de Salamanca, Gerardo Rojas, ha dispuesto la distrubu",2021-12-19T00:00:00,David Noticias,Se agrava conflicto ambiental con Los Pelambres en el Valle de Camisa de Salamanca,"Se agrava conflicto ambiental con Los Pelambres en el Valle de Camisa de Salamanca
La comunidad no tiene el vital elemento para bañarse, tomar agua y hacer sus menesteres básicos, debido a que la Minera Los Pelambres de propiedad de Luksic y la japonesa Mitsubishi tuvo dos escurrimientos de relave, desde sus piscinas de emergencia, desde el sector de tuberías de la minera que llegaron al Estero Camisa contaminando el agua del valle. Fuente: Diarios Comunales, 18 de diciembre de 2021.
En una cuarta reunión con el subgerente de MLP, Rodrigo Lotina, realizada este viernes, la comunidad del Valle de Camisa entregó un plazo perentorio para que la minera responda a la falta de agua del sector, este lunes en la mañana, de lo contrario la movilización puede agudizarse, ya que llevan un mes y medio sin agua afectando a más de 300 familias esencialmente del Arrayán y El Palquial de la comuna de Salamanca.
La comunidad no tiene el vital elemento para bañarse, tomar agua y hacer sus menesteres bás",2021-12-20T08:00:00Z,Fundación Terram
PAIR-0022,Cierre de Fundición Ventanas: Seremi de Minería fiscalizó cumplimiento de etapas,"Autoridad valoró la forma en que se ha puesto a las personas en el centro del proceso y conoció cómo se proyecta la permanencia de Codelco en la zona con su Refinería Electrolítica
PUCHUNCAVÍ.- El seremi de Minería de la Región de Valparaíso, Jaime Rojas Catalán, visitó la División Ventanas de Codelco, para conocer cómo se ha desarrollado el proceso de cierre de la Fundición Ventanas. De paso, conoció detalles de todo el plan de transformación, que considera la continuidad de la cuprífera en la zona, con su Refinería Electrolítica de Cobre.
VER TAMBIÉN: [VIDEO] El histórico cierre de la Fundición Ventanas en Puchuncaví
A su llegada, la autoridad recibió el saludo del gerente general, Ricardo Weishaupt; y se reunió con la gerenta de Sustentabilidad y Asuntos Externos, Marcela Pantoja; y el gerente de Transformación, Claudio Flores, quienes explicaron los desafíos de este primer cierre de faenas de Codelco, tanto en sus aspectos técnicos, laborales, como ambientales y comunitarios.
Weish",2023-09-25T07:00:00Z,observador.cl,Seremi de Minería constató en terreno cumplimiento de etapas del cierre de Fundición Ventanas,"Valoró la forma en que se ha puesto a las personas en el centro del proceso y conoció cómo se proyecta la permanencia de Codelco en la zona con su Refinería Electrolítica
El seremi de Minería de la Región de Valparaíso, Jaime Rojas Catalán, visitó la División Ventanas de Codelco, para conocer cómo se ha desarrollado el proceso de cierre de la Fundición Ventanas. De paso, conoció detalles de todo el plan de transformación, que considera la continuidad de la cuprífera en la zona, con su Refinería Electrolítica de Cobre.
A su llegada, la autoridad recibió el saludo del gerente general, Ricardo Weishaupt; y se reunió con la gerenta de Sustentabilidad y Asuntos Externos, Marcela Pantoja; y el gerente de Transformación, Claudio Flores, quienes explicaron los desafíos de este primer cierre de faenas de Codelco, tanto en sus aspectos técnicos, laborales, como ambientales y comunitarios.
Weishaupt destacó la importancia de la visita, afirmando que “demuestra el interés de la autoridad por conoc",2023-10-03T01:10:35Z,Codelco
PAIR-0023,Presentarán recurso de protección por contaminación que afectó a estudiantes en Puchuncaví,"Title: Presentarán recurso de protección por contaminación que afectó a estudiantes en Puchuncaví

URL Source: https://www.laizquierdadiario.cl/Presentaran-recurso-de-proteccion-por-contaminacion-que-afecto-a-estudiantes-en-Puchuncavi

Published Time: 2022-05-18T07:57:05-03:00

Markdown Content:
Medio ambiente.Presentarán recurso de protección por contaminación que afectó a estudiantes en Puchuncaví
===============

[×](javascript:void(0))

[×](javascript:void(0))

*   [Argentina](https://www.laizquierdadiario.com/spip.php?page=sommaire)
*   [México](https://www.laizquierdadiario.mx/)
*   [Brasil](https://esquerdadiario.com.br/)
*   [Uruguay](https://www.laizquierdadiario.com.uy/Uruguay)
*   [Venezuela](https://www.laizquierdadiario.com.ve/Venezuela)
*   [Bolivia](https://www.laizquierdadiario.com.bo/Bolivia)
*   [Estado Español](https://www.izquierdadiario.es/ES)
*   [Francia](https://www.revolutionpermanente.fr/)
*   [EEUU](https://www.leftvoice.org/)
*   [Alemania](https://www.klass",2022-05-18T07:00:00Z,LaIzquierdaDiario.cl,INDH añadió antecedentes de nuevo caso de contaminación en Quintero y Puchuncaví a recurso de protección que examina la Corte Suprema,"Title: Instituto Nacional de Derechos Humanos INDH añadió antecedentes de nuevo caso de contaminación en Quintero y Puchuncaví a recurso de protección que examina la Corte Suprema | Instituto Nacional de Derechos Humanos

URL Source: https://www.indh.cl/indh-anadio-antecedentes-de-nuevo-caso-de-contaminacion-en-quintero-y-puchuncavi-a-recurso-de-proteccion-que-examina-la-corte-suprema

Published Time: 2023-05-26T18:13:45-03:00

Markdown Content:
Instituto Nacional de Derechos Humanos INDH añadió antecedentes de nuevo caso de contaminación en Quintero y Puchuncaví a recurso de protección que examina la Corte Suprema | Instituto Nacional de Derechos Humanos
===============

[![Image 1](https://www.indh.cl/bb/wp-content/uploads/2024/11/logo-indh-blanco.png)](https://www.indh.cl/)

*   [Idiomas](https://www.indh.cl/indh-anadio-antecedentes-de-nuevo-caso-de-contaminacion-en-quintero-y-puchuncavi-a-recurso-de-proteccion-que-examina-la-corte-suprema#)
    *   [Mapudungun](https://www.indh.cl/",2023-05-26T07:00:00Z,Instituto Nacional de Derechos Humanos
PAIR-0024,Médicos chilenos alertan de una crisis de salud infantil en el corazón de la minería de cobre,"Médicos chilenos alertan de una crisis de salud infantil en el corazón de la minería de cobre
Pediatras y especialistas acusan a las autoridades chilenas de hacer la vista gorda ante los crecientes casos de autismo y cáncer en la región minera de Antofagasta, señalando con el dedo a la industria que impulsa la transición energética
EL PAÍS ofrece en abierto la sección América Futura por su aporte informativo diario y global sobre desarrollo sostenible. Si quieres apoyar nuestro periodismo, suscríbete aquí. Este reportaje fue producido por el proyecto Clean Energy Frontier de Climate Home News.
En la sala del consultorio privado donde pasa consulta el doctor Iván Silva, Nadia Saavedra y su esposo Claudio esperan en silencio mientras su hijo Pablo, de tres años, asiste a su sesión habitual de fisioterapia. Cuando tenía solo un año, notaron que no se desarrollaba como otros niños de su edad. No hablaba y no podía mantener contacto visual. Las pruebas confirmaron sus temores: Pablo tenía a",2024-12-21T08:00:00Z,EL PAÍS,Chile. Médicos alertan de una crisis de salud infantil en el corazón de la minería de cobre,"Chile. Médicos alertan de una crisis de salud infantil en el corazón de la minería de cobre
Por Ignacio Conese, El País/ Resumen Latinoamericano, 16 de mayo de 2025.
Pediatras y especialistas acusan a las autoridades chilenas de hacer la vista gorda ante los crecientes casos de autismo y cáncer en la región minera de Antofagasta, señalando con el dedo a la industria que impulsa la transición energética
EL PAÍS ofrece en abierto la sección América Futura por su aporte informativo diario y global sobre desarrollo sostenible. Si quieres apoyar nuestro periodismo, suscríbete aquí. Este reportaje fue producido por el proyectoClean Energy Frontier de Climate Home News.
En la sala del consultorio privado donde pasa consulta el doctor Iván Silva, Nadia Saavedra y su esposo Claudio esperan en silencio mientras su hijo Pablo, de tres años, asiste a su sesión habitual de fisioterapia. Cuando tenía solo un año, notaron que no se desarrollaba como otros niños de su edad. No hablaba y no podía mante",2025-05-16T07:00:00Z,Resumen Latinoamericano -
